aegis/pqcrypto/pqclean/crypto_kem/mceliece6688128/clean/root.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6688128/clean/root.h,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6688128/clean/synd.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6688128f/avx2/decrypt.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6688128f/avx2/pk_gen.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6688128f/clean/root.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6688128f/clean/root.h,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6688128f/clean/synd.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119/avx2/decrypt.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119/avx2/pk_gen.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119/clean/namespacing,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119/clean/root.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119/clean/root.h,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119/clean/synd.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119f/avx2/decrypt.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119f/avx2/pk_gen.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119f/clean/namespacing,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119f/clean/root.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119f/clean/root.h,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119f/clean/synd.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/avx2/decrypt.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/avx2/pk_gen.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/clean/namespacing,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/clean/root.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/clean/root.h,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/clean/synd.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/avx2/decrypt.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/avx2/pk_gen.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/clean/namespacing,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/clean/root.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/clean/root.h,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/clean/synd.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
